"TOA5","CR1000-Admin Met","CR1000","52119","CR1000.Std.25","CPU:WXT520-30,60.Rain-1-10-16.CR1","19841","Admin"
"TIMESTAMP","RECORD","Ws_Mean","Wd_MeanUnitVector","Wd_StdDev","AirTemp_Avg","RelHumidity","AirPressure","Ramount_Tot","Hamount_Tot"
"TS","RN","mph","Deg","Deg","Celsius","%","hPa","in","hits/cm2"
"","","WVc","WVc","WVc","Avg","Smp","Smp","Tot","Tot"
"2017-04-24 00:00:00",11263,9.8,300.2,15.09,54.47,32,636.9,0,0
"2017-04-24 01:00:00",11264,10.02,293.1,13.98,53.39,35.1,636.7,0,0
"2017-04-24 02:00:00",11265,12.78,285.5,12.53,52.59,35,636.4,0,0
"2017-04-24 03:00:00",11266,13.79,280.1,10.84,51.89,36.7,636.2,0,0
"2017-04-24 04:00:00",11267,13.76,275.8,9.54,51.15,40.8,636.1,0,0
"2017-04-24 05:00:00",11268,11.85,276.6,10.79,49.76,42.1,636.2,0,0
"2017-04-24 06:00:00",11269,17.46,273,6.757,49.97,34.9,636.4,0,0
"2017-04-24 07:00:00",11270,14.73,274.4,7.799,51.08,31.4,636.7,0,0
"2017-04-24 08:00:00",11271,14.03,265.1,10.89,51.94,29.6,637,0,0
"2017-04-24 09:00:00",11272,14.92,265.9,10.69,53.42,29.8,637.1,0,0
"2017-04-24 10:00:00",11273,14.11,265,13.8,55.41,30.9,637.1,0,0
"2017-04-24 11:00:00",11274,16.96,274,12.9,57.13,30.2,636.9,0,0
"2017-04-24 12:00:00",11275,19.06,268.5,11.26,58.76,30.7,637,0,0
"2017-04-24 13:00:00",11276,16.84,265.4,13.29,61.11,26.8,636.5,0,0
"2017-04-24 14:00:00",11277,18.53,265.7,10.92,63.24,27.1,636.4,0,0
"2017-04-24 15:00:00",11278,19.2,261.2,11.08,63.16,26.8,635.9,0,0
"2017-04-24 16:00:00",11279,21.26,260.3,7.891,63.43,27.9,635.6,0,0
"2017-04-24 17:00:00",11280,19.36,260.8,10.27,62.63,29.1,635.7,0,0
"2017-04-24 18:00:00",11281,16.96,262,9.61,59.79,31.7,635.4,0,0
"2017-04-24 19:00:00",11282,16.39,261.3,8.82,57.08,35,635.6,0,0
"2017-04-24 20:00:00",11283,15.6,261.1,9.52,54.72,40.1,635.9,0,0
"2017-04-24 21:00:00",11284,14.69,273.9,8.76,52.93,43.3,635.8,0,0
"2017-04-24 22:00:00",11285,15.69,266.2,10.22,51.49,50,635.5,0,0
"2017-04-24 23:00:00",11286,15.55,268.6,9.55,50.25,51.3,635.6,0,0
"2017-04-25 00:00:00",11287,14.82,272,10.12,48.86,57.6,635.8,0,0
"2017-04-25 01:00:00",11288,14.69,274.4,8.73,48.09,55.8,635.6,0,0
"2017-04-25 02:00:00",11289,10.75,296.5,9.2,49.2,54.9,635.3,0,0
"2017-04-25 03:00:00",11290,8.95,307.4,12.52,48.07,58,635.6,0,0
"2017-04-25 04:00:00",11291,6.213,310.7,37.47,48.18,54.7,635.6,0,0
"2017-04-25 05:00:00",11292,5.673,286.9,25.48,47.51,57.6,636,0,0
"2017-04-25 06:00:00",11293,7.411,262.5,20.66,47.72,44.1,636.8,0,0
"2017-04-25 07:00:00",11294,5.333,226.7,30.78,51.42,34.1,637.4,0,0
"2017-04-25 08:00:00",11295,5.793,250.4,47.01,54.09,26.3,637.7,0,0
"2017-04-25 09:00:00",11296,10.4,294.3,32.67,55.6,24.5,638.1,0,0
"2017-04-25 10:00:00",11297,10.79,293.2,27.02,57.36,25.5,638.2,0,0
"2017-04-25 11:00:00",11298,17.06,278.9,16.66,58.43,19.7,638.5,0,0
"2017-04-25 12:00:00",11299,18.2,301.1,18.82,59.85,18.4,638.3,0.001,0
"2017-04-25 13:00:00",11300,18.98,297.5,18.05,60.94,13,638.2,0,0
"2017-04-25 14:00:00",11301,21.98,292.5,15.47,61.99,14.5,638.1,0,0
"2017-04-25 15:00:00",11302,18.96,292.4,19.1,63.03,14.8,637.7,0,0
"2017-04-25 16:00:00",11303,17.88,294.3,18.66,63.34,14.2,637.7,0,0
"2017-04-25 17:00:00",11304,18.58,285.2,14.7,63.15,15.9,638,0,0
"2017-04-25 18:00:00",11305,15.59,284.2,13.9,62.64,16.3,638.1,0,0
"2017-04-25 19:00:00",11306,12.94,295.2,12.99,61.62,16.3,638.6,0,0
"2017-04-25 20:00:00",11307,8.23,304.7,21.95,61.15,15.9,639.2,0,0
"2017-04-25 21:00:00",11308,5.831,302,27.08,60.1,19.1,639.7,0,0
"2017-04-25 22:00:00",11309,10.41,278.7,27.54,57.29,31.9,639.9,0,0
"2017-04-25 23:00:00",11310,4.524,292.6,20.42,55.1,34,639.8,0,0
"2017-04-26 00:00:00",11311,6.316,302.5,10.94,53.27,38.8,640,0,0
"2017-04-26 01:00:00",11312,5.989,290.5,9.37,52.84,38.7,639.8,0,0
"2017-04-26 02:00:00",11313,6.343,298.8,7.794,52.7,39,639.5,0,0
"2017-04-26 03:00:00",11314,6.296,308.9,8.68,52.28,38.1,639.8,0,0
"2017-04-26 04:00:00",11315,5.62,301.2,9.29,52.83,36.8,639.6,0,0
"2017-04-26 05:00:00",11316,4.882,306.5,10.21,52.78,36.3,639.5,0,0
"2017-04-26 06:00:00",11317,5.527,311.1,9.21,53.71,30.6,639.5,0,0
"2017-04-26 07:00:00",11318,3.08,293,36.33,56.9,27.6,639.6,0,0
"2017-04-26 08:00:00",11319,2.688,347.4,36.4,60.49,26,640.2,0,0
"2017-04-26 09:00:00",11320,8.13,275.3,34.32,61.48,25.3,640.1,0,0
"2017-04-26 10:00:00",11321,7.307,280.8,23.11,63.61,22,640.2,0,0
"2017-04-26 11:00:00",11322,6.256,256.1,35.31,66.09,20.8,639.8,0,0
"2017-04-26 12:00:00",11323,8.79,257.1,20.73,67.86,21.4,639.3,0,0
"2017-04-26 13:00:00",11324,12.24,260.3,19.39,68.61,23,638.7,0,0
"2017-04-26 14:00:00",11325,15.84,264.4,11.76,68.4,26.7,638.4,0,0
"2017-04-26 15:00:00",11326,19.72,265.1,8.22,66.39,28.7,637.7,0,0
"2017-04-26 16:00:00",11327,21.24,264.9,9.87,66.03,30,637.1,0,0
"2017-04-26 17:00:00",11328,22.48,264.3,7.562,67.2,31.4,637.1,0,0
"2017-04-26 18:00:00",11329,19.32,264.6,9.03,66.53,34.7,637.1,0,0
"2017-04-26 19:00:00",11330,19.81,261,11.18,64.19,40.7,636.4,0,0
"2017-04-26 20:00:00",11331,19.68,266.7,9.99,61.78,44.3,636.4,0,0
"2017-04-26 21:00:00",11332,19.87,271.1,8.83,59.51,47.9,636.6,0,0
"2017-04-26 22:00:00",11333,17.45,275.4,8.39,58.04,54,636.3,0,0
"2017-04-26 23:00:00",11334,17.77,276.6,8.97,56.74,55.5,636.6,0,0
"2017-04-27 00:00:00",11335,16.28,268.5,7.668,55.31,60.1,636.7,0,0
"2017-04-27 01:00:00",11336,11.71,271.5,10.18,54.12,63.9,636.3,0,0
"2017-04-27 02:00:00",11337,7.507,291,22.1,53.22,63.3,636.2,0,0
"2017-04-27 03:00:00",11338,8.82,283.9,12.2,53,62.5,636.6,0,0
"2017-04-27 04:00:00",11339,6.798,300.3,11.37,52.25,62.9,636.6,0,0
"2017-04-27 05:00:00",11340,5.65,300.8,7.84,52.22,62.5,636.8,0,0
"2017-04-27 06:00:00",11341,3.669,311.1,37.88,52.46,50.9,637.3,0,0
"2017-04-27 07:00:00",11342,4.944,75.62,43.04,57,31.5,637.6,0,0
"2017-04-27 08:00:00",11343,5.082,26.82,45.07,60.91,26.5,637.6,0,0
"2017-04-27 09:00:00",11344,6.371,219.9,23.7,62.65,23.9,637.6,0,0
"2017-04-27 10:00:00",11345,12.6,265.6,14.27,63.53,24.3,637.8,0,0
"2017-04-27 11:00:00",11346,16.43,262.7,10.05,64.24,26.7,637.7,0,0
"2017-04-27 12:00:00",11347,15.05,260.7,13.14,65.2,24,637.6,0,0
"2017-04-27 13:00:00",11348,14.86,266.4,14.79,65.85,22.9,637,0,0
"2017-04-27 14:00:00",11349,13.45,268.9,14.76,66.06,22.1,636.8,0,0
"2017-04-27 15:00:00",11350,12.66,261.2,13.45,67.6,21.2,636.2,0,0
"2017-04-27 16:00:00",11351,13.36,269,13.85,68.44,20.9,636.2,0,0
"2017-04-27 17:00:00",11352,13.86,270,13.02,68.52,19.7,635.9,0,0
"2017-04-27 18:00:00",11353,12.13,271.5,12.79,67.23,26.6,635.6,0,0
"2017-04-27 19:00:00",11354,15.29,260.4,10.61,63.39,35.9,635.6,0,0
"2017-04-27 20:00:00",11355,12.98,261.7,10.74,60.66,37.6,636.2,0,0
"2017-04-27 21:00:00",11356,10.47,272.3,9.46,58.06,40.2,636.2,0,0
"2017-04-27 22:00:00",11357,7.323,302.3,19.93,56.94,37.6,636.3,0,0
"2017-04-27 23:00:00",11358,2.356,320.5,30.79,56.54,29.8,636.5,0,0
"2017-04-28 00:00:00",11359,4.987,307.5,15.21,54.31,45.1,636.4,0,0
"2017-04-28 01:00:00",11360,4.796,323,46.9,54.72,18.5,636.5,0,0
"2017-04-28 02:00:00",11361,7.347,27.11,14.66,54.59,17.1,636.5,0,0
"2017-04-28 03:00:00",11362,5.388,26.42,22.86,52.49,18.2,636.8,0,0
"2017-04-28 04:00:00",11363,5.883,18.62,13.81,50.85,20.5,637,0,0
"2017-04-28 05:00:00",11364,8.55,29.04,11.94,48.63,24.4,637.3,0,0
"2017-04-28 06:00:00",11365,8.4,36.42,14.32,47.55,24.9,638,0,0
"2017-04-28 07:00:00",11366,10.3,68.51,12.79,48.17,24.2,638.3,0,0
"2017-04-28 08:00:00",11367,9.33,71.12,39.23,50.38,21.6,638.3,0,0
"2017-04-28 09:00:00",11368,14.03,336.4,21.94,53.05,16.6,638.4,0,0
"2017-04-28 10:00:00",11369,11.53,345.3,19.58,54.13,13.9,638.4,0,0
"2017-04-28 11:00:00",11370,11.47,329.4,28.56,54.78,11.7,638.2,0,0
"2017-04-28 12:00:00",11371,15.44,318.2,17.9,55.51,12.2,637.9,0,0
"2017-04-28 13:00:00",11372,15.95,323.4,20.77,56.3,10,637.8,0,0
"2017-04-28 14:00:00",11373,16.14,337.8,18.75,56.52,12.7,637.7,0,0
"2017-04-28 15:00:00",11374,17.05,330.6,19.3,56.6,13,637.5,0,0
"2017-04-28 16:00:00",11375,13.37,338.8,20.46,57.09,12.7,637.8,0,0
"2017-04-28 17:00:00",11376,12.03,339.6,25.23,57.05,12.3,638,0,0
"2017-04-28 18:00:00",11377,11.18,340.4,17.92,55.63,14.6,638.3,0,0
"2017-04-28 19:00:00",11378,7.272,6.099,21,53.17,15,639,0,0
"2017-04-28 20:00:00",11379,5.488,2.89,16.9,51.21,16.1,639.7,0,0
"2017-04-28 21:00:00",11380,8.36,350.1,14.48,50.53,20.4,640.4,0,0
"2017-04-28 22:00:00",11381,7.921,41.36,16.36,47.84,25.1,640.6,0,0
"2017-04-28 23:00:00",11382,7.435,6.484,16.07,47.32,22.6,641,0,0
"2017-04-29 00:00:00",11383,9.95,5.097,13.28,47.4,23.7,641.3,0,0
"2017-04-29 01:00:00",11384,8.48,360,12.19,46.52,26.5,641.3,0,0
"2017-04-29 02:00:00",11385,8.08,0.886,11.8,45.65,27.8,641.3,0,0
"2017-04-29 03:00:00",11386,9.95,9.67,12.42,45.36,27.9,641.4,0,0
"2017-04-29 04:00:00",11387,8.49,9.58,13.09,45.13,28.7,641.6,0,0
"2017-04-29 05:00:00",11388,9.8,7.094,11.61,45.24,28.8,641.9,0,0
"2017-04-29 06:00:00",11389,10.09,4.198,13.16,45.81,28.2,642.5,0,0
"2017-04-29 07:00:00",11390,11.39,11.91,14.24,47.42,26.3,643.2,0,0
"2017-04-29 08:00:00",11391,10.35,21.05,16.96,48.86,25.6,643.7,0,0
"2017-04-29 09:00:00",11392,9.94,21.74,20.71,50.46,24.1,644,0,0
"2017-04-29 10:00:00",11393,10.28,25.45,22.65,52.3,22.8,644.2,0,0
"2017-04-29 11:00:00",11394,10.57,359,24.95,53.78,21.6,644,0,0
"2017-04-29 12:00:00",11395,10.67,354.6,28.7,54.98,20.3,643.9,0,0
"2017-04-29 13:00:00",11396,8.67,2.981,42.14,56.93,18.3,643.6,0,0
"2017-04-29 14:00:00",11397,8.38,2.511,32.3,58.63,15.9,643.4,0,0
"2017-04-29 15:00:00",11398,9.15,331.8,31.49,60.87,14.6,643.2,0,0
"2017-04-29 16:00:00",11399,7.216,356.3,28.07,62.04,12.2,643.1,0,0
"2017-04-29 17:00:00",11400,6.062,21.6,25.65,62.34,12.2,643.1,0,0
"2017-04-29 18:00:00",11401,5.355,28.42,31.58,61.92,13.5,643.1,0,0
"2017-04-29 19:00:00",11402,3.301,342.1,30.17,60.54,14.5,643.4,0,0
"2017-04-29 20:00:00",11403,3.898,315.6,10.82,57.37,16.5,643.9,0,0
"2017-04-29 21:00:00",11404,6.455,302.1,5.464,55.79,16.8,644.3,0,0
"2017-04-29 22:00:00",11405,5.51,307.3,5.402,54.21,17.3,644.6,0,0
"2017-04-29 23:00:00",11406,4.956,325.6,13.99,53.5,17,644.8,0,0
"2017-04-30 00:00:00",11407,4.676,2.945,29.1,54.59,19.9,644.9,0,0
"2017-04-30 01:00:00",11408,1.813,307.6,24.62,53.19,20.2,644.9,0,0
"2017-04-30 02:00:00",11409,1.772,42.56,27.78,52.41,20.7,644.9,0,0
"2017-04-30 03:00:00",11410,1.567,319.8,39.63,51.17,23.3,644.7,0,0
"2017-04-30 04:00:00",11411,1.952,279.8,54.5,49.96,24.5,644.5,0,0
"2017-04-30 05:00:00",11412,3.171,320.6,15.02,48.68,25,644.5,0,0
"2017-04-30 06:00:00",11413,2.345,330.1,28.44,49.44,21.1,645,0,0
"2017-04-30 07:00:00",11414,1.797,302.8,38.77,54.61,19,645.5,0,0
"2017-04-30 08:00:00",11415,4.708,71.43,22.74,56.61,18.1,645.8,0,0
"2017-04-30 09:00:00",11416,5.777,49.86,21.17,57.96,17.1,645.9,0,0
"2017-04-30 10:00:00",11417,3.313,92.8,62.92,60.76,14,645.5,0,0
"2017-04-30 11:00:00",11418,6.97,266.5,39.97,64.44,11.8,644.9,0,0
"2017-04-30 12:00:00",11419,8.63,264.9,29.02,66.41,12.1,644.4,0,0
"2017-04-30 13:00:00",11420,13.59,263.7,14.45,67.42,12.2,644.1,0,0
"2017-04-30 14:00:00",11421,13.02,257.8,13.96,68.18,12.1,643.4,0,0
"2017-04-30 15:00:00",11422,12.91,262.4,16.9,69.07,10.9,642.9,0,0
"2017-04-30 16:00:00",11423,13.78,268.1,12.96,68.89,11.8,642.7,0,0
"2017-04-30 17:00:00",11424,12.63,270.3,14.36,69.1,11.2,642.5,0,0
"2017-04-30 18:00:00",11425,13.76,266,8.55,68.67,11.4,642.4,0,0
"2017-04-30 19:00:00",11426,10.84,256.2,7.93,67.05,12.3,642.4,0,0
"2017-04-30 20:00:00",11427,8.28,257.2,8.7,65.2,12.9,642.4,0,0
"2017-04-30 21:00:00",11428,7.793,278.5,8.39,64.65,13.1,642.4,0,0
"2017-04-30 22:00:00",11429,8.25,272.9,7.247,64.19,13.3,642.4,0,0
"2017-04-30 23:00:00",11430,11.9,264.4,7.498,63.78,19.3,642.5,0,0
"2017-05-01 00:00:00",11431,10.65,275.9,8.16,61.36,23.2,642.4,0,0
"2017-05-01 01:00:00",11432,7.445,289.4,12.72,60.6,24.7,642.1,0,0
"2017-05-01 02:00:00",11433,6.062,288.2,16.7,60.15,24.2,642.1,0,0
"2017-05-01 03:00:00",11434,3.492,313.4,33.43,60.22,23.3,642.2,0,0
"2017-05-01 04:00:00",11435,2.882,269.7,25.13,57.7,18.4,642.3,0,0
"2017-05-01 05:00:00",11436,5.524,315.2,15.8,62.12,18.7,642.5,0,0
"2017-05-01 06:00:00",11437,10,308.8,13.81,63.27,24,642.8,0,0
"2017-05-01 07:00:00",11438,9.3,318.1,13.98,64.67,22.5,643.1,0,0
"2017-05-01 08:00:00",11439,11.93,308.8,12.66,65.79,16.7,643.1,0,0
"2017-05-01 09:00:00",11440,11.9,267.2,17.92,66.79,16.2,642.9,0,0
"2017-05-01 10:00:00",11441,14.25,260.9,12.93,67.17,17.2,643,0,0
"2017-05-01 11:00:00",11442,11.3,263,15.85,68.21,16.7,642.8,0,0
"2017-05-01 12:00:00",11443,9.46,266,22.38,69.73,16.4,642.3,0,0
"2017-05-01 13:00:00",11444,10.99,270.9,17.22,70.93,15.7,642,0,0
"2017-05-01 14:00:00",11445,9.89,265.1,37,72.48,15.6,641.6,0,0
"2017-05-01 15:00:00",11446,11.42,274.2,17.71,72.96,15.3,641.3,0,0
"2017-05-01 16:00:00",11447,10.52,297.7,25.34,73.32,15.4,641.1,0,0
"2017-05-01 17:00:00",11448,8.38,326,33.83,73.33,15.1,641.1,0,0
"2017-05-01 18:00:00",11449,7.826,343.9,16.58,72.55,15.8,641,0,0
"2017-05-01 19:00:00",11450,5.519,320.6,20.27,71.06,16.3,641.2,0,0
"2017-05-01 20:00:00",11451,4.821,321.7,11.78,69.69,17.4,641.3,0,0
"2017-05-01 21:00:00",11452,4.513,316,8.69,67.06,18.3,641.5,0,0
"2017-05-01 22:00:00",11453,4.854,312.7,9.39,66.14,19.1,641.5,0,0
"2017-05-01 23:00:00",11454,4.047,307.9,17.7,65.85,18.8,641.5,0,0
"2017-05-02 00:00:00",11455,4.629,327.9,11.67,65.81,19.1,641.6,0,0
"2017-05-02 01:00:00",11456,1.732,293.3,48.37,63.39,21.6,641.1,0,0
"2017-05-02 02:00:00",11457,3.197,299.5,13.51,61.26,23.9,641.1,0,0
"2017-05-02 03:00:00",11458,5.399,309.5,6.444,60.33,23.8,641.2,0,0
"2017-05-02 04:00:00",11459,4.96,313.3,10.08,59.56,25.7,641.3,0,0
"2017-05-02 05:00:00",11460,4.953,307,30.94,59.71,26.4,641.5,0,0
"2017-05-02 06:00:00",11461,3.504,317.7,25.2,59.18,24.3,642,0,0
"2017-05-02 07:00:00",11462,3.133,98.5,22.48,64.88,18.5,642.5,0,0
"2017-05-02 08:00:00",11463,6.46,53.69,14.14,67.72,18.9,642.7,0,0
"2017-05-02 09:00:00",11464,4.695,94.9,36.51,68.25,17.5,642.7,0,0
"2017-05-02 10:00:00",11465,4.625,153.9,50.99,71.03,15.4,642.5,0,0
"2017-05-02 11:00:00",11466,8.09,254,23.59,73.17,15.6,642.5,0,0
"2017-05-02 12:00:00",11467,8.07,258.1,30.23,74.43,14.7,642.2,0,0
"2017-05-02 13:00:00",11468,7.734,254.4,34.16,75.24,13.6,641.9,0,0
"2017-05-02 14:00:00",11469,7.097,277.4,35.42,76.81,13.5,641.5,0,0
"2017-05-02 15:00:00",11470,9.32,265,28.46,77.48,14.2,641.2,0,0
"2017-05-02 16:00:00",11471,11.56,266.5,16.88,77.3,15.1,640.9,0,0
"2017-05-02 17:00:00",11472,9.15,287.2,19.65,77.38,14.9,640.8,0,0
"2017-05-02 18:00:00",11473,7.245,301.3,24.31,77.11,16,640.9,0,0
"2017-05-02 19:00:00",11474,9.37,271.1,8.39,74.64,17.6,641.1,0,0
"2017-05-02 20:00:00",11475,8.45,270.1,6.343,72.94,18.4,641.6,0,0
"2017-05-02 21:00:00",11476,8.31,282.3,8.99,72.88,17.8,641.9,0,0
"2017-05-02 22:00:00",11477,8.46,280.5,8.41,73.31,17.7,641.9,0,0
"2017-05-02 23:00:00",11478,8.03,287.7,9.83,73.51,17.6,642,0,0
"2017-05-03 00:00:00",11479,6.377,310,11.3,72.58,20.1,642.1,0,0
"2017-05-03 01:00:00",11480,3.694,348.2,25.75,70.41,20.4,642.5,0,0
"2017-05-03 02:00:00",11481,4.245,43.58,29.1,68.63,22.1,642.7,0,0
"2017-05-03 03:00:00",11482,6.742,48.5,14.5,67,23.8,643.1,0,0
"2017-05-03 04:00:00",11483,9.28,47.99,13.09,65.5,24.7,643.5,0,0
"2017-05-03 05:00:00",11484,9.16,36.49,14.47,64.02,26.5,643.9,0,0
"2017-05-03 06:00:00",11485,7.942,43.59,15.34,63.34,26.6,644.3,0,0
"2017-05-03 07:00:00",11486,11.58,56.53,11.57,64.18,26.2,644.5,0,0
"2017-05-03 08:00:00",11487,12.51,51.03,13.58,65.06,25,645,0,0
"2017-05-03 09:00:00",11488,10.85,47.33,18.19,66.82,23,645.1,0,0
"2017-05-03 10:00:00",11489,8.68,46.43,19.84,68.49,21.9,645,0,0
"2017-05-03 11:00:00",11490,8.26,52.57,22.54,70.26,20.7,644.7,0,0
"2017-05-03 12:00:00",11491,8.35,58.11,23.48,72.73,18.5,644.5,0,0
"2017-05-03 13:00:00",11492,6.987,45.51,28.03,74.42,18.2,644.3,0,0
"2017-05-03 14:00:00",11493,6.925,57.13,35.9,76.06,17.8,643.9,0,0
"2017-05-03 15:00:00",11494,8.02,31,27.21,77.43,17.2,643.4,0,0
"2017-05-03 16:00:00",11495,8.19,32.91,23.63,77.89,17.1,643.2,0,0
"2017-05-03 17:00:00",11496,6.59,50.09,21.76,77.8,17.7,643.1,0,0
"2017-05-03 18:00:00",11497,5.21,57.76,15.72,77.09,18,643.1,0,0
"2017-05-03 19:00:00",11498,3.788,31.65,11.94,74.78,19.6,643.4,0,0
"2017-05-03 20:00:00",11499,4.424,6.673,8.45,72.58,19.4,643.8,0,0
"2017-05-03 21:00:00",11500,2.513,309,38.71,70.5,20.5,644,0,0
"2017-05-03 22:00:00",11501,2.36,310,22.35,68.35,20.8,644,0,0
"2017-05-03 23:00:00",11502,2.662,325.2,15.27,67.49,19.8,644.1,0,0
"2017-05-04 00:00:00",11503,3.152,322.6,11.14,66.89,16.9,644,0,0
"2017-05-04 01:00:00",11504,3.153,329,15.15,66.03,18.4,643.9,0,0
"2017-05-04 02:00:00",11505,2.339,334.4,30.79,66.18,17.6,643.7,0,0
"2017-05-04 03:00:00",11506,3.304,336.4,15.43,66.17,18.6,644,0,0
"2017-05-04 04:00:00",11507,3.09,33.1,35.66,65.83,18.9,644,0,0
"2017-05-04 05:00:00",11508,1.546,228.4,37.7,63.13,19.2,644.1,0,0
"2017-05-04 06:00:00",11509,2.082,217.8,56.82,64.47,18.5,644.4,0,0
"2017-05-04 07:00:00",11510,3.764,121.6,54.16,68.17,15.7,644.6,0,0
"2017-05-04 08:00:00",11511,8.3,29.84,16.47,69.79,15.1,644.6,0,0
"2017-05-04 09:00:00",11512,8.43,51.9,19.93,70.81,14.7,644.7,0,0
"2017-05-04 10:00:00",11513,6.377,60.52,24.69,72.82,13.8,644.5,0,0
"2017-05-04 11:00:00",11514,7.07,49.68,29.58,75.66,12.4,644.2,0,0
"2017-05-04 12:00:00",11515,6.623,87.5,31.57,77.47,10.6,643.7,0,0
"2017-05-04 13:00:00",11516,5.527,67.15,44.97,80.1,9.5,643.4,0,0
"2017-05-04 14:00:00",11517,5.651,68.37,43.04,80.9,9.1,642.8,0,0
"2017-05-04 15:00:00",11518,7.283,98.4,24.52,81.7,8.8,642.1,0,0
"2017-05-04 16:00:00",11519,6.585,71.3,34.66,82.4,8.6,641.8,0,0
"2017-05-04 17:00:00",11520,5.643,53.83,27.94,82.5,9.5,641.6,0,0
"2017-05-04 18:00:00",11521,4.052,52.58,33.77,81.8,9.1,641.5,0,0
"2017-05-04 19:00:00",11522,5.942,282.8,14.14,80,12.5,641.6,0,0
"2017-05-04 20:00:00",11523,6.574,276.7,7.24,77.31,13.4,641.8,0,0
"2017-05-04 21:00:00",11524,4.321,300.9,8.54,74.39,15.5,641.9,0,0
"2017-05-04 22:00:00",11525,3.861,315.1,22.61,72.76,15,641.6,0,0
"2017-05-04 23:00:00",11526,7.058,301.5,15.02,72.88,17.9,641.7,0,0
"2017-05-05 00:00:00",11527,10.62,272.1,8.56,72.04,21.1,641.6,0,0
"2017-05-05 01:00:00",11528,10.29,271.4,6.221,70.49,23,641.1,0,0
"2017-05-05 02:00:00",11529,10.93,266.4,4.497,69.4,23.7,641,0,0
"2017-05-05 03:00:00",11530,8.36,277.9,7.794,69.56,24.1,640.8,0,0
"2017-05-05 04:00:00",11531,8.25,287.6,8.18,69.34,25.3,640.6,0,0
"2017-05-05 05:00:00",11532,7.146,287.7,8.16,68.99,28.5,640.6,0,0
"2017-05-05 06:00:00",11533,7.005,275.8,6.235,69.14,25.8,640.8,0,0
"2017-05-05 07:00:00",11534,7.453,262.6,8.01,72.75,23.3,641,0,0
"2017-05-05 08:00:00",11535,6.031,265.6,19.56,75.26,19.1,640.9,0,0
"2017-05-05 09:00:00",11536,6.049,207,34.64,77.77,17.7,640.9,0,0
"2017-05-05 10:00:00",11537,6.598,203.5,48.57,79.37,16.2,640.7,0,0
"2017-05-05 11:00:00",11538,9.26,179.8,29.7,80.4,14.7,640.5,0,0
"2017-05-05 12:00:00",11539,9.88,221.4,37.86,81.2,13.6,640.1,0,0
"2017-05-05 13:00:00",11540,11.16,214.2,21.74,81.7,15,639.4,0,0
"2017-05-05 14:00:00",11541,13.01,204.6,36.23,81.8,13.4,639.2,0,0
"2017-05-05 15:00:00",11542,13.95,210.7,21.28,81.4,15,638.7,0,0
"2017-05-05 16:00:00",11543,12.14,220.7,20.06,80.4,15.6,638.3,0,0
"2017-05-05 17:00:00",11544,10.31,218.9,20.24,79.73,15,638,0,0
"2017-05-05 18:00:00",11545,9.27,215.3,21.28,79.47,12.5,637.7,0,0
"2017-05-05 19:00:00",11546,11.34,238.8,16.73,77.48,16.3,637.7,0,0
"2017-05-05 20:00:00",11547,13.86,265.7,5.279,73.46,17.3,637.7,0,0
"2017-05-05 21:00:00",11548,14.13,268.3,5.985,71.42,18.4,637.6,0,0
"2017-05-05 22:00:00",11549,12.84,271.3,5.307,69.54,19.6,637.3,0,0
"2017-05-05 23:00:00",11550,14.38,255.2,6.944,69.41,19.3,637.2,0,0
"2017-05-06 00:00:00",11551,13.8,264,8.09,67.5,21.8,636.8,0,0
"2017-05-06 01:00:00",11552,10.62,275.6,9.15,65.21,22.6,636.4,0,0
"2017-05-06 02:00:00",11553,10.26,278.4,8.87,64.32,22.7,636.2,0,0
"2017-05-06 03:00:00",11554,13.42,268.4,8.53,62.99,27.3,635.9,0,0
"2017-05-06 04:00:00",11555,10.39,273.1,11.37,62.21,31.2,635.8,0,0
"2017-05-06 05:00:00",11556,9.31,278.3,9.37,61.29,35,635.7,0,0
"2017-05-06 06:00:00",11557,7.083,279.6,12.05,61.03,36.8,636,0,0
"2017-05-06 07:00:00",11558,8.98,262.5,11.66,62.69,32.8,635.9,0,0
"2017-05-06 08:00:00",11559,9.4,251.8,10.75,65.07,26.4,635.7,0,0
"2017-05-06 09:00:00",11560,7.754,267.1,27.62,66.92,23.8,635.6,0,0
"2017-05-06 10:00:00",11561,9.68,174.3,42.68,70.08,21.3,635.2,0,0
"2017-05-06 11:00:00",11562,13.75,163.1,18.98,70.76,23.7,634.7,0,0
"2017-05-06 12:00:00",11563,12.93,176.2,20.95,70.52,20.3,634.1,0.001,0
"2017-05-06 13:00:00",11564,14.06,164.6,23.54,69.88,22.8,633.7,0,0
"2017-05-06 14:00:00",11565,14.22,165.6,20.68,69.6,20.9,633.1,0,0
"2017-05-06 15:00:00",11566,16.55,162.7,20.77,69.36,25.5,632.6,0,0
"2017-05-06 16:00:00",11567,15.17,162.9,21.83,68.49,21.7,631.9,0,0
"2017-05-06 17:00:00",11568,19.86,260.5,11.55,62.88,39.8,632.6,0,0
"2017-05-06 18:00:00",11569,19.19,264,8.12,58.79,42.5,632.5,0,0
"2017-05-06 19:00:00",11570,20.6,260,7.352,56.03,40.9,632.5,0,0
"2017-05-06 20:00:00",11571,15.95,257.4,14.5,53.15,52.6,633,0.048,0
"2017-05-06 21:00:00",11572,12.62,235.8,19.56,51,58,633,0.029,0
