"TOA5","CR1000-Admin Met","CR1000","52119","CR1000.Std.25","CPU:WXT520-30,60.Rain-1-10-16.CR1","19841","Admin"
"TIMESTAMP","RECORD","Ws_Mean","Wd_MeanUnitVector","Wd_StdDev","AirTemp_Avg","RelHumidity","AirPressure","Ramount_Tot","Hamount_Tot"
"TS","RN","mph","Deg","Deg","Celsius","%","hPa","in","hits/cm2"
"","","WVc","WVc","WVc","Avg","Smp","Smp","Tot","Tot"
"2016-09-10 13:00:00",5852,8.02,92.8,33.47,85.9,17.6,645.3,0,0
"2016-09-10 14:00:00",5853,7.403,107.3,30.94,86,17.7,644.9,0,0
"2016-09-10 15:00:00",5854,6.453,158.8,22.94,86.6,16.8,644.6,0,0
"2016-09-10 16:00:00",5855,10.08,246.9,17.41,87.2,18,644.6,0,0
"2016-09-10 17:00:00",5856,9.41,270,21.43,86.3,17.5,644.5,0,0
"2016-09-10 18:00:00",5857,11.95,261.1,9.38,84.7,16.8,644.5,0,0
"2016-09-10 19:00:00",5858,12.23,263.8,5.486,82.5,16.2,644.9,0,0
"2016-09-10 20:00:00",5859,9.91,269,6.203,80.7,16.3,645.2,0,0
"2016-09-10 21:00:00",5860,8.86,271.9,3.769,79.54,17.3,645.2,0,0
"2016-09-10 22:00:00",5861,9.94,273.2,4.728,78.55,17.5,645.3,0,0
"2016-09-10 23:00:00",5862,11.42,278,9.04,77.03,18.3,645,0,0
"2016-09-11 00:00:00",5863,10.16,278.4,7.93,75.39,18.9,644.9,0,0
"2016-09-11 01:00:00",5864,10.01,283.2,9.12,74.71,20.2,644.9,0,0
"2016-09-11 02:00:00",5865,10.52,278.7,8.78,73.64,21.3,644.8,0,0
"2016-09-11 03:00:00",5866,10.56,282.8,9.89,72.37,24.3,644.8,0,0
"2016-09-11 04:00:00",5867,11.54,282.6,8.97,71.27,25.7,644.9,0,0
"2016-09-11 05:00:00",5868,11.4,279.9,8.42,70.39,27,645.2,0,0
"2016-09-11 06:00:00",5869,10.7,280.9,8.93,69.8,29.3,645.6,0,0
"2016-09-11 07:00:00",5870,9.78,293.5,10.55,69.85,33.5,645.8,0,0
"2016-09-11 08:00:00",5871,8.11,305.8,12.72,71.68,26.1,645.8,0,0
"2016-09-11 09:00:00",5872,9.59,269.2,14.31,75.59,22.2,645.9,0,0
"2016-09-11 10:00:00",5873,10.86,254.8,12.88,77.92,17.5,645.8,0,0
"2016-09-11 11:00:00",5874,10.66,255.8,18.07,79.25,14,645.3,0,0
"2016-09-11 12:00:00",5875,11.81,264,17.46,80.8,15.4,644.9,0,0
"2016-09-11 13:00:00",5876,13.67,255.6,16.21,81.4,15.8,644.2,0,0
"2016-09-11 14:00:00",5877,15.06,254.9,16.98,81.9,12.3,643.6,0,0
"2016-09-11 15:00:00",5878,16.09,263.7,13.2,82.1,13,643.1,0,0
"2016-09-11 16:00:00",5879,15.93,257.9,12.97,82.1,11.4,642.5,0,0
"2016-09-11 17:00:00",5880,16.41,261.6,11.08,81.9,11.5,642.2,0,0
"2016-09-11 18:00:00",5881,14.02,262.5,11.17,80.9,12.2,641.9,0,0
"2016-09-11 19:00:00",5882,8.89,259,13.06,79.59,12.7,641.9,0,0
"2016-09-11 20:00:00",5883,11.7,247.6,11.72,77.83,12.4,642.1,0,0
"2016-09-11 21:00:00",5884,17.3,260.2,8.03,75.22,21.5,642,0,0
"2016-09-11 22:00:00",5885,14.81,248.2,10.96,72.67,25.2,641.9,0,0
"2016-09-11 23:00:00",5886,17.21,248.9,12.24,70.96,23.7,641.6,0,0
"2016-09-12 00:00:00",5887,16.76,254,10.61,69.67,25.1,641.6,0,0
"2016-09-12 01:00:00",5888,14.44,239.5,14.88,68.33,28.9,641.2,0,0
"2016-09-12 02:00:00",5889,13.51,235.4,12.63,67.81,29.9,640.7,0,0
"2016-09-12 03:00:00",5890,16.29,236.3,13.64,67.54,30.5,640.4,0,0
"2016-09-12 04:00:00",5891,14.32,252.4,13.86,66.55,30.5,640.2,0,0
"2016-09-12 05:00:00",5892,19.91,255.3,9.12,65.68,30.6,640,0,0
"2016-09-12 06:00:00",5893,20.23,256.1,9.27,65.33,30.6,640.4,0,0
"2016-09-12 07:00:00",5894,20.58,247.8,9.78,65.6,30.2,640.6,0,0
"2016-09-12 08:00:00",5895,21.24,253.3,9.54,67.1,27.7,640.8,0,0
"2016-09-12 09:00:00",5896,20.31,257.6,10.73,69.35,25.5,641,0,0
"2016-09-12 10:00:00",5897,19.59,260.7,12.74,71.19,23.9,640.8,0,0
"2016-09-12 11:00:00",5898,18.29,262.1,11.71,73.18,21,640.4,0,0
"2016-09-12 12:00:00",5899,18.48,259.2,15.47,75.49,19.5,640.1,0,0
"2016-09-12 13:00:00",5900,18.23,252.7,17.73,76.87,18.7,639.5,0,0
"2016-09-12 14:00:00",5901,17.48,253.7,17.68,78.47,17.3,638.9,0.001,0
"2016-09-12 15:00:00",5902,19.09,257.7,16.51,79.91,13.8,638.3,0,0
"2016-09-12 16:00:00",5903,22.5,262.7,11.21,79.85,13.6,638.3,0,0
"2016-09-12 17:00:00",5904,20.38,263,10.59,79.28,13.9,637.9,0,0
"2016-09-12 18:00:00",5905,23.86,256.3,9.08,77.1,16.4,637.7,0,0
"2016-09-12 19:00:00",5906,25.71,257.5,8.6,73.87,20.1,637.9,0,0
"2016-09-12 20:00:00",5907,24.47,257.5,8.64,71.29,23.8,638.1,0,0
"2016-09-12 21:00:00",5908,20.78,255.1,10.4,68.87,26.7,638.3,0,0
"2016-09-12 22:00:00",5909,18.41,253,10.5,66.69,31.2,638.5,0,0
"2016-09-12 23:00:00",5910,18.07,251.5,9.07,64.98,34.3,638.3,0,0
"2016-09-13 00:00:00",5911,17.81,247.4,6.744,63.31,36.8,638.1,0,0
"2016-09-13 01:00:00",5912,18.46,250.1,6.881,62,38.7,638.1,0,0
"2016-09-13 02:00:00",5913,16.19,254.6,8.23,61.15,40.2,638.1,0,0
"2016-09-13 03:00:00",5914,17.57,257.9,7.942,60.93,38.2,638.1,0,0
"2016-09-13 04:00:00",5915,19.04,259.5,6.816,60.3,39.7,638.3,0,0
"2016-09-13 05:00:00",5916,17.44,262.9,6.945,59.8,37.9,638.4,0,0
"2016-09-13 06:00:00",5917,15.51,262.2,5.509,59.64,36.7,638.6,0,0
"2016-09-13 07:00:00",5918,11.44,260.9,8.61,60.74,37.6,638.9,0,0
"2016-09-13 08:00:00",5919,8.49,249.2,12.15,62.23,28.1,639.2,0,0
"2016-09-13 09:00:00",5920,9.87,265.1,14.29,64.6,36.9,639.4,0,0
"2016-09-13 10:00:00",5921,12.41,267.8,11.97,64.23,34.8,639.7,0,0
"2016-09-13 11:00:00",5922,11.64,263.4,16.92,66.38,30.6,639.5,0,0
"2016-09-13 12:00:00",5923,13.91,254.5,19.8,68.77,30.4,639.5,0,0
"2016-09-13 13:00:00",5924,16.22,258.2,15.09,69.13,26.2,639,0,0
"2016-09-13 14:00:00",5925,18.13,256.6,16.77,68.86,30.1,639,0,0
"2016-09-13 15:00:00",5926,19.84,263.4,12.85,67.1,33.4,638.9,0,0
"2016-09-13 16:00:00",5927,19.47,264.5,10.8,67.1,33.6,638.9,0,0
"2016-09-13 17:00:00",5928,21.26,262.3,9.31,66.27,33.8,638.9,0,0
"2016-09-13 18:00:00",5929,22.07,263,6.958,63.51,33.7,639.3,0,0
"2016-09-13 19:00:00",5930,22.23,259.8,7.908,60.62,35.2,639.5,0,0
"2016-09-13 20:00:00",5931,21.77,265.2,6.486,58.54,37.2,640.1,0,0
"2016-09-13 21:00:00",5932,21.15,266,5.425,56.32,39.9,640.7,0,0
"2016-09-13 22:00:00",5933,18.27,262.2,7.767,55.29,43.4,640.9,0,0
"2016-09-13 23:00:00",5934,11.38,274,8.06,53.8,49.6,641.3,0,0
"2016-09-14 00:00:00",5935,10.01,277.9,10.32,53.16,48.8,641.5,0,0
"2016-09-14 01:00:00",5936,7.77,299.2,16.83,53.01,50.4,641.6,0,0
"2016-09-14 02:00:00",5937,5.08,294.5,20.08,52.24,46.7,641.6,0,0
"2016-09-14 03:00:00",5938,3.091,300.8,37.46,50.21,42.9,641.7,0,0
"2016-09-14 04:00:00",5939,2.389,309.9,56.48,49.01,37.5,641.9,0,0
"2016-09-14 05:00:00",5940,2.859,334,25.84,49.95,35.8,642.1,0,0
"2016-09-14 06:00:00",5941,2.432,9.08,42.11,51.9,32.9,642.7,0,0
"2016-09-14 07:00:00",5942,1.406,354.9,48.3,57.27,26.4,643.1,0,0
"2016-09-14 08:00:00",5943,3.626,120.4,17.58,62.2,23.4,643.6,0,0
"2016-09-14 09:00:00",5944,6.233,114.9,15.51,63.88,24.2,644,0,0
"2016-09-14 10:00:00",5945,7.137,69.47,17.76,64.88,22.2,644.1,0,0
"2016-09-14 11:00:00",5946,7.659,60.25,24.35,66.39,20.5,644,0,0
"2016-09-14 12:00:00",5947,5.715,81.7,40.56,67.79,17.3,643.8,0,0
"2016-09-14 13:00:00",5948,6.007,35.13,42.4,69.64,15.8,643.4,0,0
"2016-09-14 14:00:00",5949,4.153,148.4,58.63,71.82,13.9,643,0,0
"2016-09-14 15:00:00",5950,6.291,64.71,30.98,73.16,14.1,642.8,0,0
"2016-09-14 16:00:00",5951,5.401,80.3,48.85,73.02,14.9,642.8,0,0
"2016-09-14 17:00:00",5952,5.719,281.2,51.92,72.8,17.3,642.8,0,0
"2016-09-14 18:00:00",5953,8.87,259.9,8.57,70.68,17.9,642.8,0,0
"2016-09-14 19:00:00",5954,9.11,261.3,5.408,67.94,18.8,643.1,0,0
"2016-09-14 20:00:00",5955,6.937,265.4,7.769,65.96,20.3,643.4,0,0
"2016-09-14 21:00:00",5956,5.119,298.8,8.6,64.32,21.6,643.5,0,0
"2016-09-14 22:00:00",5957,4.531,305,5.092,62.85,23.2,643.5,0,0
"2016-09-14 23:00:00",5958,2.848,319.6,13.21,60.79,24,643.6,0,0
"2016-09-15 00:00:00",5959,2.995,319.4,7.816,60,24.6,643.5,0,0
"2016-09-15 01:00:00",5960,3.478,318.3,8.57,60.16,24.5,643.3,0,0
"2016-09-15 02:00:00",5961,2.98,325.6,12.12,59.27,24.6,643.1,0,0
"2016-09-15 03:00:00",5962,4.287,321.5,8.49,59.04,22.7,643.1,0,0
"2016-09-15 04:00:00",5963,3.791,321.3,8.18,58.98,23.9,643.1,0,0
"2016-09-15 05:00:00",5964,4.649,319.6,6.735,58.79,23.6,643.2,0,0
"2016-09-15 06:00:00",5965,3.111,340.1,21.11,59.48,23.2,643.6,0,0
"2016-09-15 07:00:00",5966,1.715,300.7,34.73,61.78,21.2,643.9,0,0
"2016-09-15 08:00:00",5967,4.43,67.12,40.51,67.47,17.8,644,0,0
"2016-09-15 09:00:00",5968,7.411,47.95,17.12,67.93,18.6,644.3,0,0
"2016-09-15 10:00:00",5969,9.17,39.45,18.58,67.86,17.8,644.3,0,0
"2016-09-15 11:00:00",5970,8.88,44.85,19.77,69.54,16.6,644.2,0,0
"2016-09-15 12:00:00",5971,6.697,44.81,29.95,71.69,15.1,643.7,0,0
"2016-09-15 13:00:00",5972,6.009,53.32,50.91,73.51,14.2,643.2,0,0
"2016-09-15 14:00:00",5973,5.208,30.68,40.61,74.86,13.7,642.8,0,0
"2016-09-15 15:00:00",5974,4.705,135.4,49.49,75.46,13.4,642.4,0,0
"2016-09-15 16:00:00",5975,6.002,80.5,31.46,76.14,13.1,642.2,0,0
"2016-09-15 17:00:00",5976,5.407,43.77,27.89,75.52,12.9,642.1,0,0
"2016-09-15 18:00:00",5977,4.459,21.28,17.62,74.07,13.8,642.2,0,0
"2016-09-15 19:00:00",5978,4.262,303.1,12.24,70.66,16,642.5,0,0
"2016-09-15 20:00:00",5979,4.437,292.6,13.5,69.4,16.4,642.8,0,0
"2016-09-15 21:00:00",5980,4.158,307.1,8.42,67.68,17,642.8,0,0
"2016-09-15 22:00:00",5981,4.667,308.5,7.749,66.13,17,642.8,0,0
"2016-09-15 23:00:00",5982,4.214,318.6,5.64,64.02,18.1,642.8,0,0
"2016-09-16 00:00:00",5983,4.479,322.2,5.974,63.7,18.3,642.5,0,0
"2016-09-16 01:00:00",5984,4.084,324,6.834,63.42,19.1,642.4,0,0
"2016-09-16 02:00:00",5985,4.274,325.7,6.169,63.01,19.1,642.4,0,0
"2016-09-16 03:00:00",5986,3.992,325.8,5.508,62.49,20.7,642.4,0,0
"2016-09-16 04:00:00",5987,4.446,337.7,20.78,62.69,20.2,642.5,0,0
"2016-09-16 05:00:00",5988,1.114,278.1,58.56,61.17,20.7,642.7,0,0
"2016-09-16 06:00:00",5989,1.938,307,32.98,60.63,21.5,643.1,0,0
"2016-09-16 07:00:00",5990,3.369,42.7,57.92,65.2,19.3,643.3,0,0
"2016-09-16 08:00:00",5991,7.818,36.37,17.78,67.3,19.4,643.6,0,0
"2016-09-16 09:00:00",5992,10.17,28.1,16.47,67.84,20.2,643.7,0,0
"2016-09-16 10:00:00",5993,8.24,34.58,20.38,69.69,18.3,643.7,0,0
"2016-09-16 11:00:00",5994,6.983,49.08,23.56,72.05,16.1,643.5,0,0
"2016-09-16 12:00:00",5995,6.656,81,42.03,74.32,13.5,643.3,0,0
"2016-09-16 13:00:00",5996,6.888,103.2,43.23,75.7,11.6,642.9,0,0
"2016-09-16 14:00:00",5997,5.72,26.84,49.15,77.1,10.5,642.5,0,0
"2016-09-16 15:00:00",5998,5.871,43.79,44.29,77.73,10.6,642.3,0,0
"2016-09-16 16:00:00",5999,5.999,57.84,28.16,78.28,10.6,642.2,0,0
"2016-09-16 17:00:00",6000,5.189,60.09,22.55,77.66,11.4,642.2,0,0
"2016-09-16 18:00:00",6001,4.458,56.76,12.38,76.24,13.2,642.3,0,0
"2016-09-16 19:00:00",6002,2.75,8.44,20.54,73.5,14.7,642.8,0,0
"2016-09-16 20:00:00",6003,2.349,30.59,29.82,71.79,15,643.1,0,0
"2016-09-16 21:00:00",6004,1.549,304.7,41.03,69.49,16.8,643.1,0,0
"2016-09-16 22:00:00",6005,3.037,332.8,11.07,67.29,17.7,643.2,0,0
"2016-09-16 23:00:00",6006,4.77,308.6,5.46,66.22,17.5,643.3,0,0
"2016-09-17 00:00:00",6007,4.836,309.5,6.409,66.65,16.7,643.2,0,0
"2016-09-17 01:00:00",6008,4.188,308.7,22.46,66.41,18.7,643.4,0,0
"2016-09-17 02:00:00",6009,4.377,313.5,8.87,64.21,18.4,643.2,0,0
"2016-09-17 03:00:00",6010,3.905,337.5,11.62,64.62,19,643.2,0,0
"2016-09-17 04:00:00",6011,4.116,339.3,7.474,63.83,20,643.4,0,0
"2016-09-17 05:00:00",6012,4.028,348.1,7.459,63.62,17.9,643.8,0,0
"2016-09-17 06:00:00",6013,3.02,354.5,35.95,64.29,19.5,644.2,0,0
"2016-09-17 07:00:00",6014,1.301,284.2,34.14,66.41,17.5,644.5,0,0
"2016-09-17 08:00:00",6015,6.604,69.2,19.62,70.9,16.1,644.9,0,0
"2016-09-17 09:00:00",6016,6.062,48.74,25.83,72.68,15,645.2,0,0
"2016-09-17 10:00:00",6017,6.616,37.52,21.54,74.32,14.1,645.4,0,0
"2016-09-17 11:00:00",6018,7.019,47.38,22.67,76.02,13.9,645.4,0,0
"2016-09-17 12:00:00",6019,5.765,38.25,43.58,78.12,12,645.1,0,0
"2016-09-17 13:00:00",6020,6.051,87.4,39.25,79.03,9.9,644.6,0,0
"2016-09-17 14:00:00",6021,6.329,116.5,43.26,80.1,9.2,644.2,0,0
"2016-09-17 15:00:00",6022,6.646,92.1,33.6,80.3,10.7,644,0,0
"2016-09-17 16:00:00",6023,5.52,96.1,41.9,80.5,9.4,643.8,0,0
"2016-09-17 17:00:00",6024,5.509,61.17,17.98,80.5,10.2,643.7,0,0
"2016-09-17 18:00:00",6025,4.207,52.78,14,78.92,10.9,643.7,0,0
"2016-09-17 19:00:00",6026,1.949,347.1,38.86,75.41,12.5,644.1,0,0
"2016-09-17 20:00:00",6027,2.166,341.4,19.64,72.69,12.1,644.5,0,0
"2016-09-17 21:00:00",6028,2.172,332.6,22.73,72.5,13.6,644.4,0,0
"2016-09-17 22:00:00",6029,2.776,332.7,7.968,69.48,15.2,644.5,0,0
"2016-09-17 23:00:00",6030,4.472,319.8,5.611,68.67,14.9,644.4,0,0
"2016-09-18 00:00:00",6031,4.976,318.4,5.532,69.07,14.6,644.3,0,0
"2016-09-18 01:00:00",6032,5.412,309,4.933,69.45,13.7,644.4,0,0
"2016-09-18 02:00:00",6033,5.147,311.7,5.963,67.81,15,644.3,0,0
"2016-09-18 03:00:00",6034,4.131,336.3,7.218,67.73,14.1,644.3,0,0
"2016-09-18 04:00:00",6035,4.223,336.1,5.021,66.64,14.9,644.5,0,0
"2016-09-18 05:00:00",6036,4.13,329,6.288,66.59,15.5,644.7,0,0
"2016-09-18 06:00:00",6037,3.531,334.4,15.39,66.77,14.7,645,0,0
"2016-09-18 07:00:00",6038,2.609,344.9,22.17,70.25,14.6,645.5,0,0
"2016-09-18 08:00:00",6039,1.065,269.4,60.95,77.41,11,645.8,0,0
"2016-09-18 09:00:00",6040,4.675,112.5,25.77,79.77,10.8,645.9,0,0
"2016-09-18 10:00:00",6041,6.59,95,19.94,80.9,9.5,645.8,0,0
"2016-09-18 11:00:00",6042,7.469,88.3,21.82,81.7,8.3,645.6,0,0
"2016-09-18 12:00:00",6043,8.37,96.8,18.35,82.7,8.2,645.4,0,0
"2016-09-18 13:00:00",6044,6.906,113.9,31.23,84.1,8,645,0,0
"2016-09-18 14:00:00",6045,6.21,288.9,35.45,85.4,7.7,644.7,0,0
"2016-09-18 15:00:00",6046,7.377,295.6,26.25,86.2,7.6,644.4,0,0
"2016-09-18 16:00:00",6047,7.861,259.4,18.15,86.3,7.9,644.2,0,0
"2016-09-18 17:00:00",6048,7.801,268.9,14.36,85.4,8.1,644.2,0,0
"2016-09-18 18:00:00",6049,7.417,268,8.35,83.3,9,644.3,0,0
"2016-09-18 19:00:00",6050,8.1,274.6,6.557,80.2,9.8,644.8,0,0
"2016-09-18 20:00:00",6051,7.15,268.4,5.4,78.49,10.6,644.9,0,0
"2016-09-18 21:00:00",6052,5.438,282.3,7.612,77.65,10.7,644.9,0,0
"2016-09-18 22:00:00",6053,4.925,295.5,39.51,76.69,10.5,644.9,0,0
"2016-09-18 23:00:00",6054,5.132,305.8,7.011,75.7,10.6,645,0,0
"2016-09-19 00:00:00",6055,6.005,310.7,19.71,75.4,12,645,0,0
"2016-09-19 01:00:00",6056,4.006,306,22.93,73.99,11.7,644.9,0,0
"2016-09-19 02:00:00",6057,4.399,301.2,35.9,74.17,11.5,644.9,0,0
"2016-09-19 03:00:00",6058,5.666,277.9,10.79,74.94,13.3,644.8,0,0
"2016-09-19 04:00:00",6059,6.178,274.1,5.512,74.52,15.9,644.9,0,0
"2016-09-19 05:00:00",6060,6.982,298.6,5.721,73.71,17.1,645.1,0,0
"2016-09-19 06:00:00",6061,6.717,300.8,4.032,73.14,18,645.3,0,0
"2016-09-19 07:00:00",6062,5.956,274.4,5.002,75.44,17.4,645.5,0,0
"2016-09-19 08:00:00",6063,5.482,250.3,10.25,79.38,15.4,645.6,0,0
"2016-09-19 09:00:00",6064,5.491,272.6,23.08,81.9,13.5,645.6,0,0
"2016-09-19 10:00:00",6065,5.091,62.45,34.27,83.6,11.5,645.4,0,0
"2016-09-19 11:00:00",6066,5.464,76.41,27.25,84.5,12.2,645.1,0,0
"2016-09-19 12:00:00",6067,5.299,64.23,38.16,85.4,11.9,644.8,0,0
"2016-09-19 13:00:00",6068,6.792,255.5,62.03,87,11.6,644.5,0,0
"2016-09-19 14:00:00",6069,10.47,270.3,18.46,86.9,12.4,644.3,0,0
"2016-09-19 15:00:00",6070,10.81,265.1,19.62,85.9,12.7,644.2,0,0
"2016-09-19 16:00:00",6071,11.8,259.3,11.75,85.1,13.1,644.1,0,0
"2016-09-19 17:00:00",6072,12.74,249,14.48,83.3,15.1,644,0,0
"2016-09-19 18:00:00",6073,12.62,243.9,13,81.3,17.2,644.3,0,0
"2016-09-19 19:00:00",6074,14.24,235.9,8.49,79.51,21.6,644.6,0,0
"2016-09-19 20:00:00",6075,14.91,235.5,7.948,78.05,21.7,645,0,0
"2016-09-19 21:00:00",6076,14.76,247.6,10.3,76.08,27.2,645.1,0,0
"2016-09-19 22:00:00",6077,18.34,260.1,10.48,73.61,29.2,645.2,0,0
"2016-09-19 23:00:00",6078,16.38,261,12.63,71.98,30,645.4,0,0
"2016-09-20 00:00:00",6079,14.09,248.8,12.45,72.09,31.6,645.5,0,0
"2016-09-20 01:00:00",6080,12.65,258.2,10.83,70.73,35.2,645.3,0,0
"2016-09-20 02:00:00",6081,11.4,271.7,8.32,68.89,37.5,645.2,0,0
"2016-09-20 03:00:00",6082,8.74,256.6,13.62,68.72,37.2,645,0,0
"2016-09-20 04:00:00",6083,3.974,218.9,25.1,68.98,38.2,644.8,0,0
"2016-09-20 05:00:00",6084,6.069,185.2,18.07,68.44,40.5,644.9,0,0
"2016-09-20 06:00:00",6085,6.938,181.1,18.39,67.07,46.1,645,0,0
"2016-09-20 07:00:00",6086,10.14,164.7,11.11,65.34,54.9,645.2,0,0
"2016-09-20 08:00:00",6087,8.46,153.3,13.15,64.97,52.6,645.2,0,0
"2016-09-20 09:00:00",6088,5.91,129.7,13.87,66.16,49.8,645.3,0,0
"2016-09-20 10:00:00",6089,7.509,90.4,19.64,67.26,46.3,644.9,0,0
"2016-09-20 11:00:00",6090,9.38,97.5,12.04,67.53,48.7,644.8,0,0
"2016-09-20 12:00:00",6091,8.97,107.7,14.49,68.15,48.1,644.5,0,0
"2016-09-20 13:00:00",6092,7.794,104.5,20.01,68.58,47.3,644,0,0
"2016-09-20 14:00:00",6093,5.347,97.2,34.3,69.05,47.9,644,0,0
"2016-09-20 15:00:00",6094,6.456,72.9,30.84,68.73,53.7,643.7,0,0
"2016-09-20 16:00:00",6095,8.18,68.02,13.64,67.57,57.3,643.4,0,0
"2016-09-20 17:00:00",6096,9.66,101.4,8.79,66.98,60.8,643.4,0,0
"2016-09-20 18:00:00",6097,7.173,102.5,7.314,65.86,63.9,643.4,0,0
"2016-09-20 19:00:00",6098,3.771,107.4,11.49,65.38,64.1,643.7,0,0
"2016-09-20 20:00:00",6099,3.151,82.8,13.96,65.24,64.4,643.7,0,0
"2016-09-20 21:00:00",6100,4.768,70.41,13.73,64.43,70.5,643.6,0,0
"2016-09-20 22:00:00",6101,3.211,23.79,23.2,63.18,73.7,643.6,0,0
"2016-09-20 23:00:00",6102,3.23,65.24,14.73,62.68,75.9,643.3,0,0
"2016-09-21 00:00:00",6103,1.604,54.82,53.12,62.43,76.6,643,0,0
"2016-09-21 01:00:00",6104,1.532,183.2,30.14,61.83,76.5,642.8,0,0
"2016-09-21 02:00:00",6105,1.924,108.6,24.33,61.37,78.7,642.7,0,0
"2016-09-21 03:00:00",6106,2.392,114.6,26.79,59.99,81.2,642.5,0,0
"2016-09-21 04:00:00",6107,1.399,293,28.16,58.98,83.8,642.5,0,0
"2016-09-21 05:00:00",6108,0.978,138.1,54.43,58.62,84.9,642.5,0,0
"2016-09-21 06:00:00",6109,1.348,283.2,55.13,58.31,83.3,642.6,0,0
"2016-09-21 07:00:00",6110,1.359,99.1,24.05,59.64,81.6,642.8,0,0
"2016-09-21 08:00:00",6111,3.292,106.4,20.67,61.42,78.9,642.8,0,0
"2016-09-21 09:00:00",6112,4.923,86.7,16.03,62.94,75,642.8,0,0
"2016-09-21 10:00:00",6113,5.828,101.7,16.58,64.67,73.1,642.7,0,0
"2016-09-21 11:00:00",6114,6.296,98.5,13.39,66.12,68.5,642.3,0,0
"2016-09-21 12:00:00",6115,6.475,99.4,21.96,68.48,64.6,642.2,0,0
"2016-09-21 13:00:00",6116,7.598,232.7,40.14,70.36,55.4,641.6,0,0
"2016-09-21 14:00:00",6117,8.2,243.9,18.75,70.79,58.1,641.2,0,0
"2016-09-21 15:00:00",6118,8.73,232.5,22.18,70.49,60,640.8,0,0
"2016-09-21 16:00:00",6119,6.294,214.7,21.36,70.61,60.7,640.5,0.001,0
"2016-09-21 17:00:00",6120,7.646,212.9,15.92,70.07,61.8,640.4,0,0
"2016-09-21 18:00:00",6121,9.09,245.2,11.95,69.44,62.4,640.1,0,0
"2016-09-21 19:00:00",6122,8.67,266.7,12.17,68.52,60.2,640.2,0,0
"2016-09-21 20:00:00",6123,7.421,277.1,12.42,68.4,61.6,640,0,0
"2016-09-21 21:00:00",6124,7.174,295.8,9.12,68.1,55.2,640.1,0,0
"2016-09-21 22:00:00",6125,8.76,270.3,11.51,67.62,63.6,640.1,0,0
"2016-09-21 23:00:00",6126,13.82,258,11.58,66.23,68.7,640.1,0,0
"2016-09-22 00:00:00",6127,15.39,253,9.68,65.23,72.9,639.8,0,0
"2016-09-22 01:00:00",6128,15.24,245.1,10.61,64.3,67.8,639.5,0,0
"2016-09-22 02:00:00",6129,16.93,262.6,9.72,63.53,66.3,639.6,0,0
"2016-09-22 03:00:00",6130,15.44,266.9,8.76,62.55,70.7,639.2,0,0
"2016-09-22 04:00:00",6131,19.11,258.6,8.7,62.21,63.6,639,0,0
"2016-09-22 05:00:00",6132,19.39,252.6,8.92,62.07,57.7,638.9,0,0
"2016-09-22 06:00:00",6133,17.64,249.9,9.54,61.67,60.7,638.9,0,0
"2016-09-22 07:00:00",6134,18.36,246.8,10.04,61.7,61,638.8,0,0
"2016-09-22 08:00:00",6135,19.58,248.2,9.22,61.85,60.1,638.8,0,0
"2016-09-22 09:00:00",6136,17.4,255.9,10.07,63.07,59.2,639,0,0
"2016-09-22 10:00:00",6137,15.79,257.1,14.29,65.77,52.1,638.7,0,0
"2016-09-22 11:00:00",6138,24.43,262.9,8.28,65.96,49.1,638.7,0,0
"2016-09-22 12:00:00",6139,25.61,259,9.51,65.24,41,638.3,0,0
"2016-09-22 13:00:00",6140,25.6,260.8,9.77,65.25,31.7,637.5,0,0
"2016-09-22 14:00:00",6141,29.34,259.6,10.27,65.36,20.7,637,0,0
"2016-09-22 15:00:00",6142,31.28,262.7,10.15,64.86,15.6,637.1,0,0
"2016-09-22 16:00:00",6143,32.91,262.5,9.19,62.45,12,636.8,0,0
"2016-09-22 17:00:00",6144,28.17,263,9.36,60.46,12.1,636.9,0,0
"2016-09-22 18:00:00",6145,23.68,262,8.26,58.15,17.8,637.1,0,0
"2016-09-22 19:00:00",6146,21.61,259.8,9.9,55.83,20.5,637.6,0,0
"2016-09-22 20:00:00",6147,18.26,263.7,8.83,54.35,21.1,638.3,0,0
"2016-09-22 21:00:00",6148,16.83,265.1,6.976,53.18,22.8,639.1,0,0
"2016-09-22 22:00:00",6149,15.17,269.6,6.782,51.73,24.9,639.4,0,0
"2016-09-22 23:00:00",6150,13.1,270.2,7.544,51.59,24.2,639.6,0,0
"2016-09-23 00:00:00",6151,13.4,266.8,11.31,52.99,22,639.7,0,0
"2016-09-23 01:00:00",6152,15.72,284,16.07,55.09,23,640.1,0,0
"2016-09-23 02:00:00",6153,19.44,292.2,13.94,53.84,28.7,639.9,0,0
"2016-09-23 03:00:00",6154,21.12,304.5,10.24,52.37,33,640.1,0,0
"2016-09-23 04:00:00",6155,23.44,309.1,9.82,51.44,35.3,640.7,0,0
"2016-09-23 05:00:00",6156,23.99,306.6,10.36,51.56,35.6,640.8,0,0
"2016-09-23 06:00:00",6157,24.13,310.3,9.03,51.18,33.9,640.4,0,0
"2016-09-23 07:00:00",6158,15.65,320.9,45.83,52.6,30.3,641.8,0,0
"2016-09-23 08:00:00",6159,9.93,34.66,32.32,54.02,30.2,642.5,0,0
"2016-09-23 09:00:00",6160,8.24,309.5,57.63,54.93,27.5,642.5,0,0
